src/main/resources/data/resumes/station.txt
Size of objects array: 9073
Elements saved on DataBase:

Station [codename=null, latitude=0.0, longitude=0.0, basin=null]
Station [codename=1340021, latitude=-130011.0, longitude=-403157.0, basin=-]
Station [codename=1340022, latitude=-135211.0, longitude=-401411.0, basin=-]
Station [codename=1340024, latitude=-132700.0, longitude=-402600.0, basin=-]
Station [codename=1340025, latitude=-130300.0, longitude=-405000.0, basin=-]
Station [codename=1340030, latitude=-133600.0, longitude=-405200.0, basin=-]
Station [codename=1340031, latitude=-135100.0, longitude=-404000.0, basin=-]
Station [codename=1340032, latitude=-131526.0, longitude=-402222.0, basin=-]
Station [codename=1340033, latitude=-131718.0, longitude=-405740.0, basin=-]
Station [codename=1340034, latitude=-130907.0, longitude=-404600.0, basin=-]
Station [codename=1340035, latitude=-135223.0, longitude=-400419.0, basin=-]
Station [codename=1340036, latitude=-131724.0, longitude=-405737.0, basin=-]
Station [codename=1340037, latitude=-134542.0, longitude=-404241.0, basin=-]
Station [codename=1340038, latitude=-132808.0, longitude=-402444.0, basin=-]
Station [codename=1340039, latitude=-134951.0, longitude=-405906.0, basin=-]
Station [codename=1341000, latitude=-134536.0, longitude=-413233.0, basin=-]
Station [codename=1341001, latitude=-133800.0, longitude=-412000.0, basin=-]
Station [codename=1341002, latitude=-133405.0, longitude=-414901.0, basin=-]
Station [codename=1341003, latitude=-133056.0, longitude=-413533.0, basin=-]
Station [codename=1341004, latitude=-130858.0, longitude=-414624.0, basin=-]
Station [codename=1341005, latitude=-132600.0, longitude=-410600.0, basin=-]
Station [codename=1341006, latitude=-130900.0, longitude=-414700.0, basin=-]
Station [codename=1341007, latitude=-134600.0, longitude=-410200.0, basin=-]
Station [codename=1341008, latitude=-131656.0, longitude=-412341.0, basin=-]
Station [codename=1341009, latitude=-130700.0, longitude=-415900.0, basin=-]
Station [codename=1341010, latitude=-135547.0, longitude=-415357.0, basin=-]
Station [codename=1341011, latitude=-133400.0, longitude=-414900.0, basin=-]
Station [codename=1341012, latitude=-134532.0, longitude=-414632.0, basin=-]
Station [codename=1341013, latitude=-134900.0, longitude=-411800.0, basin=-]
Station [codename=1341014, latitude=-132457.0, longitude=-411702.0, basin=-]
Station [codename=1341015, latitude=-132600.0, longitude=-410600.0, basin=-]
Station [codename=1341016, latitude=-133400.0, longitude=-414900.0, basin=-]
Station [codename=1341017, latitude=-134553.0, longitude=-410235.0, basin=-]
Station [codename=1341019, latitude=-130000.0, longitude=-410000.0, basin=-]
Station [codename=1341021, latitude=-134843.0, longitude=-411800.0, basin=-]
Station [codename=1341022, latitude=-131700.0, longitude=-415000.0, basin=-]
Station [codename=1341023, latitude=-132402.0, longitude=-413844.0, basin=-]
Station [codename=1341024, latitude=-133000.0, longitude=-413700.0, basin=-]
Station [codename=1341025, latitude=-133551.0, longitude=-414130.0, basin=-]
Station [codename=1341026, latitude=-133946.0, longitude=-415014.0, basin=-]
Station [codename=1341027, latitude=-133405.0, longitude=-414901.0, basin=-]
Station [codename=1341028, latitude=-133100.0, longitude=-415100.0, basin=-]
Station [codename=1341029, latitude=-134846.0, longitude=-411807.0, basin=-]
Station [codename=1341030, latitude=-130446.0, longitude=-412625.0, basin=-]
Station [codename=1341031, latitude=-131703.0, longitude=-412343.0, basin=-]
Station [codename=1341032, latitude=-131703.0, longitude=-412408.0, basin=-]
Station [codename=1341033, latitude=-130951.0, longitude=-414615.0, basin=-]
Station [codename=1341044, latitude=-130829.0, longitude=-413151.0, basin=-]
Station [codename=1341045, latitude=-131702.0, longitude=-412409.0, basin=-]
Station [codename=1341046, latitude=-131257.0, longitude=-413622.0, basin=-]
Station [codename=1341047, latitude=-133836.0, longitude=-415132.0, basin=-]
Station [codename=1342000, latitude=-125900.0, longitude=-421310.0, basin=-]
Station [codename=1342001, latitude=-133600.0, longitude=-425600.0, basin=-]
Station [codename=1342002, latitude=-135442.0, longitude=-425047.0, basin=-]
Station [codename=1342003, latitude=-132400.0, longitude=-424200.0, basin=-]
Station [codename=1342004, latitude=-132458.0, longitude=-420829.0, basin=-]
Station [codename=1342006, latitude=-132301.0, longitude=-423125.0, basin=-]
Station [codename=1342007, latitude=-133625.0, longitude=-425636.0, basin=-]
Station [codename=1342008, latitude=-133240.0, longitude=-422923.0, basin=-]
Station [codename=1342009, latitude=-130100.0, longitude=-424200.0, basin=-]
Station [codename=1342010, latitude=-130053.0, longitude=-424156.0, basin=-]
Station [codename=1342011, latitude=-130200.0, longitude=-424200.0, basin=-]
Station [codename=1342012, latitude=-135035.0, longitude=-422329.0, basin=-]
Station [codename=1342013, latitude=-132700.0, longitude=-421400.0, basin=-]
Station [codename=1342014, latitude=-130508.0, longitude=-425117.0, basin=-]
Station [codename=1342015, latitude=-134500.0, longitude=-424200.0, basin=-]
Station [codename=1342016, latitude=-134231.0, longitude=-420116.0, basin=-]
Station [codename=1342017, latitude=-135100.0, longitude=-421200.0, basin=-]
Station [codename=1342019, latitude=-134400.0, longitude=-421500.0, basin=-]
Station [codename=1342020, latitude=-134300.0, longitude=-420100.0, basin=-]
Station [codename=1342021, latitude=-132500.0, longitude=-420900.0, basin=-]
Station [codename=1342022, latitude=-130227.0, longitude=-423208.0, basin=-]
Station [codename=1342023, latitude=-135741.0, longitude=-423624.0, basin=-]
Station [codename=1342024, latitude=-135413.0, longitude=-425042.0, basin=-]
Station [codename=1342025, latitude=-133544.0, longitude=-425626.0, basin=-]
Station [codename=1343000, latitude=-135800.0, longitude=-431000.0, basin=-]
Station [codename=1343001, latitude=-135500.0, longitude=-433300.0, basin=-]
Station [codename=1343002, latitude=-130000.0, longitude=-434600.0, basin=-]
Station [codename=1343004, latitude=-131600.0, longitude=-435500.0, basin=-]
Station [codename=1343005, latitude=-134100.0, longitude=-432900.0, basin=-]
Station [codename=1343006, latitude=-131719.0, longitude=-425715.0, basin=-]
Station [codename=1343008, latitude=-131733.0, longitude=-435433.0, basin=-]
Station [codename=1343009, latitude=-133818.0, longitude=-432814.0, basin=-]
Station [codename=1343010, latitude=-133900.0, longitude=-431100.0, basin=-]
Station [codename=1343011, latitude=-135500.0, longitude=-432500.0, basin=-]
Station [codename=1343012, latitude=-130505.0, longitude=-432758.0, basin=-]
Station [codename=1343013, latitude=-131700.0, longitude=-432500.0, basin=-]
Station [codename=1343016, latitude=-130312.0, longitude=-430236.0, basin=-]
Station [codename=1343017, latitude=-130505.0, longitude=-432758.0, basin=-]
Station [codename=1343018, latitude=-131456.0, longitude=-432404.0, basin=-]
Station [codename=1343019, latitude=-131500.0, longitude=-432500.0, basin=-]
Station [codename=1343022, latitude=-131538.0, longitude=-432442.0, basin=-]
Station [codename=1343023, latitude=-131800.0, longitude=-435500.0, basin=-]
Station [codename=1343024, latitude=-135739.0, longitude=-430829.0, basin=-]
Station [codename=1343025, latitude=-135904.0, longitude=-431750.0, basin=-]
Station [codename=1343026, latitude=-134325.0, longitude=-432937.0, basin=-]
Station [codename=1344000, latitude=-132608.0, longitude=-442955.0, basin=-]
Station [codename=1344001, latitude=-135000.0, longitude=-442800.0, basin=-]
Station [codename=1344002, latitude=-131640.0, longitude=-443332.0, basin=-]
Station [codename=1344003, latitude=-130457.0, longitude=-443711.0, basin=-]
Station [codename=1344004, latitude=-132000.0, longitude=-443800.0, basin=-]
Station [codename=1344005, latitude=-130300.0, longitude=-441200.0, basin=-]
Station [codename=1344006, latitude=-132606.0, longitude=-442948.0, basin=-]
Station [codename=1344007, latitude=-132400.0, longitude=-441200.0, basin=-]
Station [codename=1344008, latitude=-131146.0, longitude=-440912.0, basin=-]
Station [codename=1344009, latitude=-134200.0, longitude=-443800.0, basin=-]
Station [codename=1344010, latitude=-132400.0, longitude=-441200.0, basin=-]
Station [codename=1344011, latitude=-131700.0, longitude=-443500.0, basin=-]
Station [codename=1344012, latitude=-132900.0, longitude=-441600.0, basin=-]
Station [codename=1344013, latitude=-134238.0, longitude=-443757.0, basin=-]
Station [codename=1344014, latitude=-132011.0, longitude=-443908.0, basin=-]
Station [codename=1344015, latitude=-133400.0, longitude=-441822.0, basin=-]
Station [codename=1344016, latitude=-132703.0, longitude=-443356.0, basin=-]
Station [codename=1344017, latitude=-132402.0, longitude=-441151.0, basin=-]
Station [codename=1344018, latitude=-132900.0, longitude=-443700.0, basin=-]
Station [codename=1344019, latitude=-132000.0, longitude=-443700.0, basin=-]
Station [codename=1344020, latitude=-134300.0, longitude=-443900.0, basin=-]
Station [codename=1344021, latitude=-132400.0, longitude=-441200.0, basin=-]
Station [codename=1344022, latitude=-131700.0, longitude=-443500.0, basin=-]
Station [codename=1344023, latitude=-133500.0, longitude=-441900.0, basin=-]
Station [codename=1344024, latitude=-132048.0, longitude=-443807.0, basin=-]
Station [codename=1344025, latitude=-130448.0, longitude=-444457.0, basin=-]
Station [codename=1344026, latitude=-132008.0, longitude=-443725.0, basin=-]
Station [codename=1344027, latitude=-132026.0, longitude=-443828.0, basin=-]
Station [codename=1344028, latitude=-134923.0, longitude=-442736.0, basin=-]
Station [codename=1345000, latitude=-134403.0, longitude=-452412.0, basin=-]
Station [codename=1345001, latitude=-132257.0, longitude=-452133.0, basin=-]
Station [codename=1345002, latitude=-130055.0, longitude=-453751.0, basin=-]
Station [codename=1345003, latitude=-134617.0, longitude=-453250.0, basin=-]
Station [codename=1345004, latitude=-134205.0, longitude=-455326.0, basin=-]
Station [codename=1345005, latitude=-131314.0, longitude=-450912.0, basin=-]
Station [codename=1345006, latitude=-134424.0, longitude=-452752.0, basin=-]
Station [codename=1345007, latitude=-135910.0, longitude=-452315.0, basin=-]
Station [codename=1345008, latitude=-134537.0, longitude=-450754.0, basin=-]
Station [codename=1346000, latitude=-132351.0, longitude=-461857.0, basin=-]
Station [codename=1346001, latitude=-134432.0, longitude=-465239.0, basin=-]
Station [codename=1346002, latitude=-133405.0, longitude=-462202.0, basin=-]
Station [codename=1346003, latitude=-130524.0, longitude=-465312.0, basin=-]
Station [codename=1346004, latitude=-130209.0, longitude=-464637.0, basin=-]
Station [codename=1346005, latitude=-133801.0, longitude=-462802.0, basin=-]
Station [codename=1346006, latitude=-134507.0, longitude=-460824.0, basin=-]
Station [codename=1346007, latitude=-131949.0, longitude=-460344.0, basin=-]
Station [codename=1346008, latitude=-132452.0, longitude=-462151.0, basin=-]
Station [codename=1346009, latitude=-135732.0, longitude=-460544.0, basin=-]
Station [codename=1346010, latitude=-131704.0, longitude=-460136.0, basin=-]
Station [codename=1346011, latitude=-135618.0, longitude=-461111.0, basin=-]
Station [codename=1347000, latitude=-134749.0, longitude=-472742.0, basin=-]
Station [codename=1347001, latitude=-132526.0, longitude=-470755.0, basin=-]
Station [codename=1347002, latitude=-132529.0, longitude=-470816.0, basin=-]
Station [codename=1348000, latitude=-134724.0, longitude=-483401.0, basin=-]
Station [codename=1348001, latitude=-133159.0, longitude=-481337.0, basin=-]
Station [codename=1348002, latitude=-133159.0, longitude=-480817.0, basin=-]
Station [codename=1348003, latitude=-133046.0, longitude=-484442.0, basin=-]
Station [codename=1348004, latitude=-134912.0, longitude=-481926.0, basin=-]
Station [codename=1348005, latitude=-134351.0, longitude=-480825.0, basin=-]
Station [codename=1348006, latitude=-132323.0, longitude=-490921.0, basin=-]
Station [codename=1349000, latitude=-135218.0, longitude=-490417.0, basin=-]
Station [codename=1349001, latitude=-131943.0, longitude=-501158.0, basin=-]
Station [codename=1349002, latitude=-132650.0, longitude=-490843.0, basin=-]
Station [codename=1349003, latitude=-130610.0, longitude=-491205.0, basin=-]
Station [codename=1349004, latitude=-131837.0, longitude=-490702.0, basin=-]
Station [codename=1350000, latitude=-134123.0, longitude=-504800.0, basin=-]
Station [codename=1350001, latitude=-133144.0, longitude=-501118.0, basin=-]
Station [codename=1350002, latitude=-131626.0, longitude=-500938.0, basin=-]
Station [codename=1351000, latitude=-140512.0, longitude=-514147.0, basin=-]
Station [codename=1352000, latitude=-135250.0, longitude=-522443.0, basin=-]
Station [codename=1352001, latitude=-132944.0, longitude=-522716.0, basin=-]
Station [codename=1352002, latitude=-134219.0, longitude=-520136.0, basin=-]
Station [codename=1352003, latitude=-133000.0, longitude=-523000.0, basin=-]
Station [codename=1353000, latitude=-134800.0, longitude=-531600.0, basin=-]
Station [codename=1353001, latitude=-135031.0, longitude=-531430.0, basin=-]
Station [codename=1353002, latitude=-133412.0, longitude=-530428.0, basin=-]
Station [codename=1354000, latitude=-132648.0, longitude=-541650.0, basin=-]
Station [codename=1354001, latitude=-132030.0, longitude=-540438.0, basin=-]
Station [codename=1354002, latitude=-130817.0, longitude=-542638.0, basin=-]
Station [codename=1355000, latitude=-130900.0, longitude=-555600.0, basin=-]
Station [codename=1355001, latitude=-133323.0, longitude=-551954.0, basin=-]
Station [codename=1356000, latitude=-132300.0, longitude=-563600.0, basin=-]
Station [codename=1356001, latitude=-131300.0, longitude=-561600.0, basin=-]
Station [codename=1356002, latitude=-134914.0, longitude=-560503.0, basin=-]
Station [codename=1356003, latitude=-133755.0, longitude=-564037.0, basin=-]
Station [codename=1356004, latitude=-132641.0, longitude=-564339.0, basin=-]
Station [codename=1356005, latitude=-130308.0, longitude=-560038.0, basin=-]
Station [codename=1357000, latitude=-130139.0, longitude=-570526.0, basin=-]
Station [codename=1357001, latitude=-134152.0, longitude=-575307.0, basin=-]
Station [codename=1357002, latitude=-132007.0, longitude=-573650.0, basin=-]
Station [codename=1357003, latitude=-132116.0, longitude=-573640.0, basin=-]
Station [codename=1357004, latitude=-132824.0, longitude=-573830.0, basin=-]
Station [codename=1357005, latitude=-132312.0, longitude=-573728.0, basin=-]
Station [codename=1358000, latitude=-130200.0, longitude=-581700.0, basin=-]
Station [codename=1358001, latitude=-133830.0, longitude=-581715.0, basin=-]
Station [codename=1358002, latitude=-132800.0, longitude=-585830.0, basin=-]
